Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JWDW2E1G7CSKNRNV55J007K0,wireless-keyboard-touch-id-numeric-keypad,Wireless Keyboard | Touch ID | Numeric Keypad,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-front.png,,,2025-05-29T11:15:37.134Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-side.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.134Z,400,,variant_01JWDW2E242JNQKNZ5Z9H84GKB,Keyboard Black,KEYBOARD-BLACK,,,,,false,false,,2025-05-29T11:15:37.156Z,,,,,,Color,Black,,,,99,,99,prod_01JWDW2E1G7CSKNRNV55J007K0,2025-05-29T11:15:37.156Z,0,,
prod_01JWDW2E1G7CSKNRNV55J007K0,wireless-keyboard-touch-id-numeric-keypad,Wireless Keyboard | Touch ID | Numeric Keypad,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-front.png,,,2025-05-29T11:15:37.134Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/keyboard-side.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.134Z,400,,variant_01JWDW2E24XQBX0R2NAYKM5XQA,Keyboard White,KEYBOARD-WHITE,,,,,false,false,,2025-05-29T11:15:37.156Z,,,,,,Color,White,,,,99,,99,prod_01JWDW2E1G7CSKNRNV55J007K0,2025-05-29T11:15:37.156Z,0,,
prod_01JWDW2E2W3VK0F3WB2QHTN93Z,wireless-rechargeable-mouse-multi-touch-surface,Wireless Rechargeable Mouse | Multi-Touch Surface,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,,,2025-05-29T11:15:37.176Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-front.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.176Z,400,,variant_01JWDW2E3ECXW9966NERBMEFH7,Mouse Black,MOUSE-BLACK,,,,,false,false,,2025-05-29T11:15:37.198Z,,,,,,Color,Black,,,,79,,79,prod_01JWDW2E2W3VK0F3WB2QHTN93Z,2025-05-29T11:15:37.198Z,0,,
prod_01JWDW2E2W3VK0F3WB2QHTN93Z,wireless-rechargeable-mouse-multi-touch-surface,Wireless Rechargeable Mouse | Multi-Touch Surface,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,,,2025-05-29T11:15:37.176Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-front.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.176Z,400,,variant_01JWDW2E3E1D40BM5KM0KZT3RY,Mouse White,MOUSE-WHITE,,,,,false,false,,2025-05-29T11:15:37.198Z,,,,,,Color,White,,,,79,,79,prod_01JWDW2E2W3VK0F3WB2QHTN93Z,2025-05-29T11:15:37.198Z,0,,
prod_01JWDW2E45MQEPEE4D0V3FM7T6,conference-speaker-high-performance-budget-friendly,Conference Speaker | High-Performance | Budget-Friendly,published,"This compact, powerful conference speaker offers exceptional, high-performance features at a surprisingly affordable price. Packed with advanced productivity-enhancing technology, it delivers premium functionality without the premium price tag. Experience better meetings and improved communication, regardless of where your team members are calling from.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,,,2025-05-29T11:15:37.218Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-front.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.218Z,400,,variant_01JWDW2E4R1B54N1AG6X64Z9HG,Speaker Black,SPEAKER-BLACK,,,,,false,false,,2025-05-29T11:15:37.240Z,,,,,,Color,Black,,,,79,,79,prod_01JWDW2E45MQEPEE4D0V3FM7T6,2025-05-29T11:15:37.240Z,0,,
prod_01JWDW2E45MQEPEE4D0V3FM7T6,conference-speaker-high-performance-budget-friendly,Conference Speaker | High-Performance | Budget-Friendly,published,"This compact, powerful conference speaker offers exceptional, high-performance features at a surprisingly affordable price. Packed with advanced productivity-enhancing technology, it delivers premium functionality without the premium price tag. Experience better meetings and improved communication, regardless of where your team members are calling from.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,,,2025-05-29T11:15:37.218Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-front.png,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:15:37.218Z,400,,variant_01JWDW2E4R098T5WRPF6ND70A6,Speaker White,SPEAKER-WHITE,,,,,false,false,,2025-05-29T11:15:37.240Z,,,,,,Color,White,,,,55,,55,prod_01JWDW2E45MQEPEE4D0V3FM7T6,2025-05-29T11:15:37.240Z,0,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGZ65HYHD5137BCJVA,Juoda / XL,striuke-xl-j,,,,,true,false,,2025-05-29T11:43:24.817Z,,,,,,Spalva,Juoda,Dydis,XL,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.817Z,7,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDYYZ6NKQ6HV99PJ294MD7J,Striuke,striuke-s-j,,,,,true,false,,2025-05-29T12:06:09.365Z,,,,,,Dydis,S,Spalva,Juoda,,111,111,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T12:06:09.365Z,0,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGXHNY371VK2XVWBGK,Raudona / M,striuke-m-j,,,,,true,false,,2025-05-29T11:43:24.816Z,,,,,,Spalva,Raudona,Dydis,M,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.816Z,2,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGMMZHAR88K66YQJR8,Juoda / M,striuke-m-r,,,,,true,false,,2025-05-29T11:43:24.816Z,,,,,,Spalva,Juoda,Dydis,M,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.816Z,3,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGSQE46EY7QQAV4X0S,Raudona / L,striuke-l-r,,,,,true,false,,2025-05-29T11:43:24.816Z,,,,,,Spalva,Raudona,Dydis,L,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.816Z,4,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGQGGJDNXFC6RAH1X2,Juoda / L,striuke-l-j,,,,,true,false,,2025-05-29T11:43:24.816Z,,,,,,Spalva,Juoda,Dydis,L,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.816Z,5,,
prod_01JWDXNAJX24974M4R5V53767E,striuke,Striuk,draft,Faina,Jauki,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T11:43:24.767Z,,false,,,http://localhost:9000/static/1748519004751-Butas_Living-1.png,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T11:52:13.109Z,,,variant_01JWDXNAMGAYZJBD5K9A4WF2JQ,Raudona / XL,striuke-xl-r,,,,,true,false,,2025-05-29T11:43:24.817Z,,,,,,Spalva,Raudona,Dydis,XL,,55,55,,prod_01JWDXNAJX24974M4R5V53767E,2025-05-29T11:43:24.817Z,6,,
prod_01JWDYN58AB11XB2CVC7QX0PH3,asjldkajsd,asjldkajsd,published,asdsa,,,,pcol_01JWDW2DQK78XM84BZR07ZT73J,,2025-05-29T12:00:47.884Z,,false,,,,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T12:00:47.884Z,,,variant_01JWDYN59PFN49FJJ88Y925RPZ,1,sku,,,,,true,true,,2025-05-29T12:00:47.926Z,,,,,,asdsad,1,,,,111,111,,prod_01JWDYN58AB11XB2CVC7QX0PH3,2025-05-29T12:00:47.926Z,0,,
prod_01JWDZAH2EJ1QMTFT60SV0N2YH,zieminiai-batai,}ieminiai batai,published,"abcd, nekiauri",Gra~ks,,http://localhost:9000/static/1748520748096-493905437_698561265901057_6897779106286975761_n.jpg,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T12:12:28.111Z,,false,,,http://localhost:9000/static/1748520748096-493905437_698561265901057_6897779106286975761_n.jpg,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T12:12:28.111Z,,,variant_01JWDZAH4CZ2A2YRVND1AKG0KZ,Oran~in / 12,batai-o-12,,,,,true,false,,2025-05-29T12:12:28.172Z,,,,,,Spalva,Oran~in,Dydis,12,,55,55,,prod_01JWDZAH2EJ1QMTFT60SV0N2YH,2025-05-29T12:12:28.172Z,1,,
prod_01JWDZAH2EJ1QMTFT60SV0N2YH,zieminiai-batai,}ieminiai batai,published,"abcd, nekiauri",Gra~ks,,http://localhost:9000/static/1748520748096-493905437_698561265901057_6897779106286975761_n.jpg,pcol_01JWDXQPGH28JXCBFCEYR3NTGS,,2025-05-29T12:12:28.111Z,,false,,,http://localhost:9000/static/1748520748096-493905437_698561265901057_6897779106286975761_n.jpg,,,,false,,,,,sc_01JWDW2DGWG42RERR7F6P3HB6D,2025-05-29T12:12:28.111Z,,,variant_01JWDZAH4CAY2D6G88TPAPTQ93,Mlyna / 12,batai-m-12,,,,,true,false,,2025-05-29T12:12:28.172Z,,,,,,Spalva,Mlyna,Dydis,12,,55,55,,prod_01JWDZAH2EJ1QMTFT60SV0N2YH,2025-05-29T12:12:28.172Z,1,,
